InfoType1,InfoType2,Freq,PurchasingType,BuildingType,Category1,Category2,Category3,YYYYMMDD,AreaName,Values,UpdatedAt,UpdatedBy
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-02-01,전국,76.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-03-01,전국,76.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-04-01,전국,76.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-05-01,전국,76.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-06-01,전국,76.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-07-01,전국,76.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-08-01,전국,76.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-09-01,전국,77.1,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-10-01,전국,77.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-11-01,전국,78.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2003-12-01,전국,78.7,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-01-01,전국,79.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-02-01,전국,79.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-03-01,전국,80.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-04-01,전국,80.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-05-01,전국,80.3,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-06-01,전국,80.3,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-07-01,전국,80.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-08-01,전국,80.1,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-09-01,전국,80.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-10-01,전국,80.7,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-11-01,전국,81,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2004-12-01,전국,81,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-01-01,전국,81.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-02-01,전국,81.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-03-01,전국,81.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-04-01,전국,81.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-05-01,전국,82.3,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-06-01,전국,82.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-07-01,전국,83,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-08-01,전국,83.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-09-01,전국,83.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-10-01,전국,83.9,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-11-01,전국,84.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2005-12-01,전국,85.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-01-01,전국,85.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-02-01,전국,85.9,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-03-01,전국,86.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-04-01,전국,86.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-05-01,전국,86.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-06-01,전국,86.9,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-07-01,전국,86.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-08-01,전국,86.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-09-01,전국,87.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-10-01,전국,88.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-11-01,전국,89,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2006-12-01,전국,89.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-01-01,전국,89.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-02-01,전국,89.9,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-03-01,전국,90.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-04-01,전국,90.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-05-01,전국,90.9,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-06-01,전국,91.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-07-01,전국,91.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-08-01,전국,92,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-09-01,전국,92.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-10-01,전국,92.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-11-01,전국,93.1,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2007-12-01,전국,93.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-01-01,전국,94.1,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-02-01,전국,94.3,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-03-01,전국,94.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-04-01,전국,94.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-05-01,전국,94.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-06-01,전국,94.3,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-07-01,전국,94.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-08-01,전국,94.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-09-01,전국,94.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-10-01,전국,94.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-11-01,전국,94.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2008-12-01,전국,93.3,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-01-01,전국,92.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-02-01,전국,92.9,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-03-01,전국,93.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-04-01,전국,93.7,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-05-01,전국,93.9,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-06-01,전국,94.8,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-07-01,전국,95.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-08-01,전국,95.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-09-01,전국,96,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-10-01,전국,96.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-11-01,전국,97,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2009-12-01,전국,97.2,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2010-01-01,전국,97.5,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2010-02-01,전국,98.1,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2010-03-01,전국,98.6,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2010-04-01,전국,99.3,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2010-05-01,전국,100,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2010-06-01,전국,100.4,"2018-03-03 00:00:00",jinsung
부동산관련지수,경기종합지수,M,,,동행지수,,,2010-07-01,전국,100.9,"2018-03-03 00:00:00",jinsung
