YYYYMM	서울특별시	부산광역시	대구광역시	인천광역시	광주광역시	대전광역시	울산광역시	경기도	강원도	충청북도	충청남도	전라북도	전라남도	경상북도	경상남도	제주특별자치도	세종특별자치시	전국
2011-04	72.91577345	84.38848307	62.72365961	77.02132276	73.12510781	89.05096259	75.76672734	73.08231085	73.42319142	70.77610625	67.36235091	86.48465581	87.07013855	68.2123757	82.92203238	78.42637339	0	74.57469701
2011-05	73.15435285	86.10970334	63.74838292	76.94731159	75.63466491	89.74359751	76.9491554	73.64608094	74.49260384	72.28297514	68.36471932	87.53847452	89.6089684	68.88254814	84.16953061	78.63685751	0	75.40341932
2011-06	73.49327411	87.18948697	64.38939125	76.9775571	77.14697273	90.66852083	78.00024529	74.10267393	75.36280121	73.47942248	68.9820983	88.41692578	90.98851748	69.40079042	84.84108277	79.00261605	0	76.02266736
2011-07	74.31360216	88.01522034	64.98172774	77.05268555	78.18385689	91.70729053	78.77669448	74.8344861	76.6844565	75.16861536	69.68637889	89.19636467	91.38147278	69.99057222	85.67082511	79.6417123	0	76.7837907
2011-08	75.58508075	89.01842385	65.8539867	77.3206686	79.63287778	92.86515576	79.54092853	76.12365173	79.51002767	76.89937981	70.98236328	90.21128597	91.95189236	70.41194221	86.66984348	80.607283	0	77.91940078
2011-09	77.25716253	90.0451546	66.97708436	77.92816732	81.12366823	93.63046202	80.50499297	77.75320989	81.27166708	78.69777079	72.08232448	91.53625014	93.09773765	71.03672809	88.08295997	81.61832774	0	79.28497783
2011-10	78.05673513	90.86146975	67.80358022	78.60269263	82.2574954	94.22743263	81.5176503	78.64157058	82.17757307	79.90255095	73.29481171	92.42636903	94.57509099	71.74671394	89.06236814	83.16209667	0	80.16855292
2011-11	78.29069494	91.94127264	69.14189755	78.86212512	83.25319197	93.61641961	83.51042091	78.67533591	83.01108414	80.73235008	75.10169538	93.60364215	95.9121489	72.80692967	89.88543744	84.01123687	0	80.73499677
2011-12	78.15104552	92.20416209	69.752052	78.87875368	83.63488293	92.48646532	84.36932091	78.38152382	83.64103579	81.06457379	75.77931424	94.24011453	96.78006002	73.57826187	89.86207488	85.18072498	0	80.80542875
2012-01	78.10989973	92.50111716	70.52305349	78.91971302	84.3363751	91.48303304	85.58199716	78.28054641	84.50170579	81.54876928	76.53627003	94.93322532	97.21964727	74.60744284	89.99506082	87.19304604	0	81.0146705
2012-02	78.25973607	92.76560875	71.29552903	79.2047868	85.13117584	91.28729772	86.96973162	78.49153198	85.35636294	81.97103308	77.1887487	95.39524326	97.76780281	75.19979356	90.18474681	88.29887911	0	81.36843034
2012-03	78.44908429	93.17965856	72.13923156	79.39526387	85.86527986	91.06226713	88.31405437	78.82675628	86.30487961	82.67631691	78.03920257	96.14529703	98.65314723	76.08079332	90.62165887	88.46341168	0	81.81997511
2012-04	78.46825717	93.54118026	73.08638781	79.63525945	86.6651528	90.67964841	90.16624205	78.97804008	87.14960031	83.51251455	79.47774537	97.00590203	100.1945717	77.59541956	90.90544073	88.82168519	0	82.25654671
2012-05	78.41228863	93.64759766	73.71302893	79.89155779	87.5530798	90.17864294	90.70364555	78.94080597	87.56899758	84.15650212	80.22367279	97.18055497	100.4447491	78.52952703	90.9984964	88.97474896	0	82.43681003
2012-06	78.38890866	93.45633149	74.05267395	79.90484903	88.11648575	89.99830644	91.18099435	78.94425894	87.82171873	84.64125585	80.6567688	97.20625338	100.5388156	79.31237252	91.02118497	89.06905633	0	82.53792423
2012-07	78.34950285	93.16698124	74.5070794	80.02302466	88.39046305	89.6772722	91.62275106	79.02656936	87.96890098	85.35939221	81.6287982	97.06736151	100.5363801	80.2474331	91.0609678	89.12015654	0	82.66799776
2012-08	78.35412449	92.98584322	74.93090293	80.04663297	88.4593788	89.50285831	91.87058741	79.108788	88.08983977	86.06796986	82.04779539	96.99587863	100.3306409	80.85911613	90.95485272	89.16699968	0	82.75817232
2012-09	78.76082726	92.83731054	75.65965075	80.23319563	88.74302548	89.6298593	92.03696576	79.49407574	88.47795363	86.73179647	82.87145399	97.01079022	100.420668	81.37207867	90.93933041	89.16932329	0	83.08877614
2012-10	79.27320749	92.83454537	76.84593213	80.57944769	89.19006303	90.52745059	92.26379385	80.03208821	88.82671987	87.57805233	84.08682764	97.12203404	100.6314557	82.225971	91.1277583	89.32918741	0	83.61218395
2012-11	79.6823838	92.89297115	77.59017523	80.91205521	89.57930657	91.31550762	92.49923812	80.36473099	89.14034065	88.31008065	85.97625809	97.27179143	100.8187422	82.87128504	91.46754104	89.32918741	0	84.04506814
2012-12	79.87767023	92.75222902	78.29970848	80.98916266	89.97775315	92.04190581	92.58564348	80.46206331	89.23060463	88.69449374	86.95905897	97.35156014	100.7323635	83.6855984	91.56203818	89.70675614	0	84.27551886
2013-01	80.13970117	92.69451156	78.84307707	81.13912214	90.32036954	92.50350915	92.64761347	80.544053	89.40510971	89.26757778	87.84338779	97.47338118	100.7567276	84.42604942	91.69232164	90.22604294	0	84.51004388
2013-02	80.49861709	92.73184546	79.42732057	81.42039017	90.68482064	93.07110675	92.87883325	80.76389317	89.93802355	89.55259401	88.31111189	97.35250068	100.9623009	84.85275794	92.11368715	90.22865543	0	84.81411445
2013-03	80.92154053	92.96769807	80.35326684	81.91380645	91.03641342	93.95274377	93.08112849	81.20918577	90.52243337	89.91212917	89.03384944	97.5205639	101.0214183	85.4012376	92.55933596	90.56441655	0	85.27562982
2013-04	81.2556912	93.21828694	81.19808617	82.24275256	91.31565837	94.47762081	93.21291128	81.60936341	90.74066873	90.46189282	89.48526602	97.56830961	101.0435179	86.43584976	92.90746878	90.56441655	99.70361401	85.6682393
2013-05	81.43039879	93.25017776	81.61776826	82.50197232	91.45076156	94.81235575	93.27311379	81.8418606	90.80354067	90.76795788	89.69854687	97.54658749	100.9537281	86.7582729	93.15912831	90.56441655	99.73345293	85.87239026
2013-06	81.63324648	93.3572414	81.97629678	82.7780966	91.59840031	95.24361022	93.47067566	82.11887468	90.91216498	91.17055929	90.01454951	97.55071178	100.9284021	87.33666874	93.36074733	90.56441655	99.82729999	86.11738788
2013-07	82.15966335	93.46697217	82.27905906	83.21939065	91.70223542	95.59828726	93.72546348	82.51916102	91.2313631	91.73669673	90.43081399	97.75474172	100.988476	88.03947085	93.30894401	90.81044988	100.2042947	86.47674211
2013-08	82.96951817	93.48693151	82.58012894	83.95342516	91.92219086	96.08039401	94.13131414	83.29911383	91.61987776	91.88026751	90.67874268	97.88952943	100.7548367	88.47815052	93.62391883	91.16216679	101.3620006	87.02638988
2013-09	84.14604596	93.52216814	83.12429736	84.96595565	92.05928442	96.581337	94.18601201	84.76338515	92.12012429	92.37484945	91.15558143	98.08845137	100.7776073	89.30464151	93.93010183	91.16230941	102.1846236	87.90970293
