YYYYMM	서울특별시	부산광역시	대구광역시	인천광역시	광주광역시	대전광역시	울산광역시	경기도	강원도	충청북도	충청남도	전라북도	전라남도	경상북도	경상남도	제주특별자치도	세종특별자치시	전국
2013-10	85.41150038	93.65946861	83.96431749	86.03366573	92.30644002	97.14938526	94.34839988	86.22785845	92.88088445	92.70452347	92.21212818	98.43750859	100.8123753	90.23395464	94.19719227	91.16230941	103.3844771	88.87307162
2013-11	86.27448439	93.78002021	85.19793547	87.04002872	92.65872294	97.79529556	94.55197998	87.15099132	93.57615679	93.20754246	92.96429188	98.76602475	100.8334042	91.20451224	94.37556667	91.20859789	104.1700188	89.61160926
2013-12	87.03966715	94.12764384	86.30130028	87.50224102	93.28870726	98.448039	94.68342567	87.92512106	94.31915673	94.16920871	94.42341098	98.87519782	100.865636	92.39399361	94.59705126	91.50108741	105.4210034	90.30136838
2014-01	87.73739354	94.2472997	86.74121792	87.88000706	93.42765238	98.80876108	94.71853825	88.40871026	94.88992371	94.82715759	95.18036324	98.96121752	100.8484153	92.92959996	94.84395615	91.75286536	106.0460685	90.74475765
2014-02	88.4427865	94.36176674	87.44116452	88.60986612	93.79391527	98.98633377	94.70180337	89.09076752	95.35360106	95.32598303	95.89088275	99.06121809	100.772085	93.46041974	95.11781936	91.9963406	106.1814699	91.28357748
2014-03	89.06146245	94.54179446	88.12944671	89.66862904	93.96493548	99.276813	95.03259583	89.86326103	95.70102837	95.91441036	96.58415027	99.27252064	100.7016876	94.44236729	95.47484031	92.15305405	106.0270646	91.88178374
2014-04	89.38657068	94.84300251	88.73460657	90.4245364	94.3175056	99.30261615	95.35270038	90.27235229	95.99321796	96.27515066	97.07347533	99.33138976	100.5903716	94.74561046	96.10212583	92.34014996	105.7454436	92.27202557
2014-05	89.46660747	94.95922965	88.9088605	90.53187337	94.50114878	99.22880533	95.56603243	90.40200128	96.00415396	96.56479639	97.27395175	99.31244662	100.4966733	94.87238293	96.2422686	92.34483029	105.5736954	92.38408002
2014-06	89.54384491	95.16372107	89.24250426	90.977476	94.75219026	99.12807261	95.69023036	90.57874165	96.15645843	96.95770364	97.64145147	99.27158785	100.3490695	95.06672872	96.32385014	92.4409448	105.4037579	92.55636038
2014-07	89.6427916	95.26544412	89.47433558	91.36671048	95.00840398	99.09129243	95.73936066	90.74730063	96.29968011	97.4519892	98.04736865	99.24123526	100.2159427	95.284631	96.42253426	92.49159379	104.1592242	92.71619757
2014-08	89.8454516	95.34594243	89.82913534	91.7069806	95.10452897	99.09961204	95.92441994	90.97435507	96.38873318	97.86358711	98.39445537	99.15471868	100.0586945	95.52525543	96.48443443	92.85037477	103.1727322	92.90890205
2014-09	90.17266037	95.64083181	90.35845045	92.09099031	95.36278117	99.01925238	96.22338716	91.46383663	96.45374548	98.14268299	98.84444768	99.05589273	99.96337703	95.8916744	96.71272705	93.09135093	102.8882403	93.25392636
2014-10	90.56280105	95.9229046	90.87321978	92.38631287	95.48644673	99.07063182	96.40698673	91.95403378	96.59528191	98.41079124	99.09415237	99.04277562	99.89409806	96.25198392	96.91795432	93.42992422	102.6076191	93.59763824
2014-11	90.88643127	96.04715169	91.60017489	92.72210805	95.59856183	99.06211508	96.6909455	92.36088457	96.66945099	98.6021995	99.23602416	99.06782412	99.87958985	96.50500699	97.11012124	93.77539653	102.0151513	93.89966678
2014-12	91.2693816	96.22184632	92.31774878	92.95994443	95.92123554	98.99266989	96.91359932	92.83864946	96.74533159	98.79262394	99.41985283	99.07520447	99.78107206	96.80381373	97.32320048	94.28960391	101.5575487	94.23804691
2015-01	91.64185636	96.37039116	92.82368692	93.25152667	96.27459424	98.97470989	97.04269349	93.15326612	96.82073779	98.82937103	99.45531306	99.07891051	99.70829334	96.90597939	97.36697831	94.51143059	101.3757371	94.49276516
2015-02	92.21213881	96.61043924	93.44409221	93.67922106	96.55478927	98.99498248	97.18324771	93.56106809	97.00261695	98.95969751	99.458266	99.09198178	99.69344639	97.07027808	97.57134607	94.75092615	101.300739	94.85147347
2015-03	93.15731408	96.94353378	94.35534816	94.33344573	96.97763853	99.01332761	97.38873454	94.2810644	97.41472984	99.00062499	99.56202895	99.1811644	99.68959087	97.47431623	97.90819651	95.1427321	101.2079492	95.44700256
2015-04	94.17744576	97.30943099	95.34677831	95.04731003	97.36403021	99.06870871	97.66844189	95.07602727	97.67090709	99.08380029	99.64743804	99.29756483	99.64007503	97.97331138	98.28705091	95.52466322	100.460848	96.09381995
2015-05	94.84871848	97.52183706	95.96517628	95.66816044	97.84051175	99.06384169	97.68006998	95.5991846	97.88724559	99.06216113	99.7244612	99.45495807	99.63888419	98.33952481	98.52485583	96.06697092	100.309789	96.53343025
2015-06	95.69926728	97.90126783	96.72089583	96.46794744	98.54609902	99.02162491	98.00655768	96.37685843	98.29032711	99.07261575	99.64500774	99.51466679	99.71845373	98.81936156	98.66657915	96.49111012	100.1504766	97.12907777
2015-07	96.44252662	98.16679179	97.51362044	97.05976421	98.76816783	99.0227987	98.16991918	97.05904993	98.35839311	99.36783315	99.66288219	99.62324081	99.70019618	99.08205574	98.8472717	97.05740335	99.96331798	97.63259538
2015-08	97.16274747	98.47294602	98.12299277	97.74023921	99.06701329	99.05477007	98.39237202	97.60672033	98.68806706	99.45970192	99.60133426	99.64231856	99.69992341	99.25471119	99.06577743	97.48504738	99.96331798	98.08947653
2015-09	98.10109395	98.8066788	98.92870214	98.55132986	99.32897182	99.252592	98.90636778	98.40122876	99.13312475	99.6567276	99.67331901	99.77450367	99.75225222	99.72030342	99.32407026	97.93855454	99.79262611	98.72023333
2015-10	98.67624698	99.15956722	99.33450021	98.998904	99.56743196	99.46159113	99.07299638	98.9078979	99.41026747	99.7435624	99.76343083	99.85273326	99.7980934	99.88114205	99.53699354	98.28093095	99.79262611	99.11779577
2015-11	99.51167053	99.73828561	99.80811368	99.68705712	99.89624607	99.79254588	99.6665812	99.5987654	99.88473072	99.90754864	99.87376432	100.0014187	99.90593693	100.0362197	99.86253225	99.06760379	99.9094753	99.69320873
2015-12	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
2016-01	100.3637726	100.2004371	99.99772759	100.1967535	100.0696904	100.2229241	100.3365614	100.3027254	100.119566	100.0464612	99.95286582	100.0223901	100.2368796	100.0119208	100.0983539	100.2482895	100.1224844	100.2122692
2016-02	100.6991086	100.4732936	99.942682	100.4349394	100.1263933	100.453677	100.5897885	100.5911975	100.2968013	100.0811151	99.87989528	100.0758121	100.339566	99.90307825	100.2674591	101.2021033	100.3824015	100.4202749
2016-03	100.9858389	100.6886808	99.72290973	100.7119568	100.2124811	100.627186	100.8183096	100.8447652	100.4388417	100.0940435	99.86003212	100.1058459	100.4276717	99.74070699	100.3438882	101.438894	100.6801818	100.5867774
2016-04	101.218198	100.9304844	99.41925534	100.8984137	100.2592104	100.7708211	101.02219	101.0343177	100.6000929	100.1418631	99.81582029	100.1663682	100.5844514	99.57986553	100.4552878	101.898642	100.7886146	100.7185479
2016-05	101.4745807	101.2135578	98.92362886	101.1057067	100.3396701	100.9051253	101.1638619	101.2605301	100.8333726	100.3144235	99.66991081	100.2299611	100.7252788	99.3742412	100.4741771	102.1265789	101.0596111	100.8512245
2016-06	101.7495766	101.4137522	98.58406526	101.217473	100.4784911	101.0005136	101.0577465	101.4185485	101.0183262	100.3570028	99.59483516	100.2912702	100.8127717	99.12187303	100.4486387	102.8103066	101.1807747	100.9522431
2016-07	101.9943923	101.6543275	98.14595829	101.4253996	100.5157333	101.1272905	100.9885294	101.6161379	101.220498	100.2956235	99.49420711	100.3441429	100.8410618	98.8111317	100.4143292	103.5860446	101.3524635	101.0540465
2016-08	102.1665122	101.9563651	97.79656424	101.6694519	100.5842711	101.2517144	100.9962057	101.7800509	101.3146666	100.2965272	99.26992741	100.3720912	100.9345967	98.54204269	100.3586017	104.3163533	101.5330826	101.1448891
2016-09	102.3568142	102.1176739	97.6025942	101.8485631	100.6150558	101.3566766	101.0280438	101.9337706	101.4734156	100.2991384	99.25467859	100.3940138	100.9728576	98.43521408	100.3304037	104.8138395	101.5890956	101.2411239
2016-10	102.679892	102.4624647	97.4729649	102.2536689	100.6947204	101.502587	101.0537591	102.2392094	101.7199679	100.2991384	99.17880984	100.41155	101.0960011	98.24835751	100.430315	105.075091	101.6880245	101.4454442
2016-11	102.9593301	102.9002363	97.37507763	102.5645214	100.8400794	101.8956903	101.0648274	102.6251577	102.1267816	100.2683957	99.04757713	100.5257892	101.2210284	98.12036575	100.5400367	105.6775	101.9177569	101.6870214
2016-12	103.0939595	103.1369281	97.29856901	102.6399243	100.8773938	102.0563473	101.0699301	102.7589327	102.3036059	100.1764463	98.98091664	100.5691598	101.2969619	97.88808	100.5458177	105.9655289	101.9823162	101.7707632
2017-01	103.1548892	103.3864766	97.13520533	102.7584674	100.9376628	102.1590215	101.1125975	102.8228718	102.4636325	100.1405495	98.81601962	100.589483	101.3809944	97.70375581	100.3612911	106.2718656	101.9820581	101.8069947
2017-02	103.1835984	103.5575479	97.09078741	102.8480642	100.9696338	102.2215537	101.1352946	102.8585424	102.6255973	100.0818125	98.64188578	100.6303143	101.48306	97.53642036	100.2729264	106.4407737	101.7046273	101.8303048
2017-03	103.2272632	103.6581262	97.04875841	102.8719082	100.9714706	102.2377571	101.165193	102.8856282	102.7105846	100.0697187	98.55520816	100.6718563	101.581537	97.38549789	100.1489309	106.5284781	101.2275695	101.84111
2017-04	103.3050256	103.7490827	97.01188043	102.913806	101.0119739	102.2667085	101.1790024	102.9108931	102.7684266	100.0689246	98.4377424	100.6866336	101.6298703	97.20313549	100.0315013	106.5667119	100.9135427	101.8566197
2017-05	103.4196926	103.8470782	96.97044855	102.9871011	101.0431155	102.2038199	101.1537301	102.9585367	102.8796398	100.0646105	98.27052164	100.7110035	101.705698	97.05045905	99.89699224	106.5623684	100.7345013	101.8826543
2017-06	103.7470334	103.9277725	96.92137268	103.1725037	101.1686787	102.1419128	101.1046376	103.0545716	102.9784498	100.0220991	98.2212711	100.7680905	101.7569167	96.88142699	99.42835189	106.5070292	100.3149974	101.948914
2017-07	104.1140525	103.935331	96.87578457	103.3293182	101.2066768	102.1023136	101.0440493	103.1268051	103.1461673	99.99141959	98.1217155	100.7781694	101.8554512	96.77485156	99.0430717	106.3687107	100.2809	102.013148
2017-08	104.4826078	103.8691104	96.91391743	103.4831227	101.2731292	102.1706924	100.8881857	103.1977521	103.3541921	99.92621704	98.01828613	100.7930238	101.9014063	96.46226229	98.57146959	106.2030263	100.028	102.0649368
2017-09	104.6496289	103.8081675	96.96605432	103.5308439	101.3951064	102.2392532	100.8072072	103.2223366	103.4637582	99.89503742	97.81793496	100.8594942	101.9884866	96.30054917	98.13229963	106.1945665	100.028	102.0735212
2017-10	104.8436762	103.7617339	97.04274035	103.5767259	101.5446588	102.3400406	100.6518591	103.2344448	103.580446	99.77913072	97.78607559	100.8957458	102.0473086	96.21966388	97.8095343	106.1926936	100.2657818	102.0995086
2017-11	105.058029	103.6490163	97.06478598	103.63087	101.6821614	102.4694002	100.3432549	103.1730805	103.5912141	99.64037946	97.60207599	100.9280604	102.0920276	96.10576249	97.43217408	106.0806579	100.4904778	102.0837579
2017-12	105.2385595	103.5427076	97.09250887	103.5529153	101.771072	102.6175342	99.9800972	103.0813713	103.7076743	99.63469933	97.45627887	100.9166505	102.1419351	95.96515375	97.26398499	106.0806579	100.5806	102.0607952
2018-01	105.4306732	103.4485098	97.08584135	103.4087491	101.9024953	102.7891812	99.74967093	102.989991	103.7390198	99.61933157	97.31192415	100.9405378	102.200573	95.78073495	97.05954992	106.0361842	100.5806	102.035907
2018-02	105.5577194	103.3369426	97.09652195	103.3506829	101.950253	102.7967681	99.62156441	102.9342505	103.664641	99.58165133	97.21269809	100.9215351	102.2157387	95.66021782	96.92524357	106.0361842	100.5806	102.0109996
2018-03	105.6817591	103.2430805	97.11059399	103.3072492	102.0077601	102.75605	99.5115466	102.8544669	103.6418084	99.50054803	97.1138112	100.8541793	102.3003722	95.39591849	96.69242365	105.9961842	100.5154137	101.9691585
2018-04	105.67335	103.2034093	97.19825445	103.2870082	102.1449493	102.7781047	99.20609183	102.7362325	103.6006836	99.43435787	96.89838658	100.8325273	102.4012437	95.19820476	96.25828832	105.9184957	100.1010015	101.8892829
2018-05	105.599565	103.0965322	97.27053803	103.1490084	102.2867148	102.8522696	98.80234825	102.5604649	103.5991143	99.39639573	96.78906772	100.8027934	102.4577178	95.04556295	95.77503619	105.9056579	99.97875879	101.7717352
